Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,NameASCII,PlayerId,MLBAMID
"Pete Alonso","BAL",0.7367388606071472,-3.9652633666992188,4.702002048492432,-0.046000272035598755,-0.009005608037114143,0.9851095080375671,,0,-0.05334652215242386,0.8012216107553162,"Pete Alonso",19251,624413
"Spencer Torkelson","DET",0.4621438980102539,-3.5359840393066406,3.9981279373168945,-4.411999702453613,-0.46665698289871216,1.0118000507354736,2.0172998905181885,4,-0.3110002875328064,0.7677544630977544,"Spencer Torkelson",27465,679529
"Javier Sanoja","MIA",0.7851677536964417,-1.9908500909805298,2.776017904281616,1.8139997720718384,0.17780518531799316,1.042282223701477,0.9699999690055847,3,0.0011593783274292946,0.7521565046855806,"Javier Sanoja",28253,691594
"Mauricio Dubón","ATL",0.17224924266338348,-3.5109548568725586,3.683203935623169,3.999300003051758,0.40394020080566406,0.9896742701530457,0.4603999853134155,1,-0.5271666646003723,0.701213063358164,"Mauricio Dubon",16530,643289
"James Wood","WSN",1.895166277885437,-3.480665922164917,5.3758320808410645,21.339599609375,2.2020463943481445,0.9875522255897522,,0,1.2253578901290894,0.6936963419178999,"James Wood",29518,695578
"Trent Grisham","NYY",0.6513020992279053,-2.917283773422241,3.5685858726501465,6.287800312042236,0.667444109916687,0.868261992931366,1.7302000522613525,7,0.06270710378885269,0.6874145237040475,"Trent Grisham",18564,663757
"Jonathan Aranda","TBR",1.3812247514724731,-3.252026319503784,4.633251190185547,10.730000495910645,1.1043568849563599,0.9532155394554138,0.8069999814033508,3,0.7773274779319763,0.671688714420057,"Jonathan Aranda",21837,666018
"William Contreras","MIL",0.8201941251754761,-3.1052021980285645,3.92539644241333,7.438999652862549,0.7629774212837219,0.9267587065696716,2.7920000553131104,1,0.2197093963623047,0.6653042747920388,"William Contreras",20503,661388
"Masyn Winn","STL",0.47707757353782654,-3.6057310104370117,4.082808494567871,-4.327900409698486,-0.45824867486953735,1.134971022605896,,0,-0.22971360385417938,0.6500569994436591,"Masyn Winn",27479,691026
"Leody Taveras","BAL",0.864740788936615,-1.8747620582580566,2.7395029067993164,7.613000392913818,0.7931501269340515,0.9698013663291931,1.4651600122451782,5,0.24631834030151367,0.6453496021862927,"Leody Taveras",18900,665750
"Zach McKinstry","DET",-0.15004800260066986,-1.9278240203857422,1.7777760028839111,-7.78510046005249,-0.8098782896995544,1.0434385538101196,2.7462799549102783,5,-0.7812281250953674,0.637426650583266,"Zach McKinstry",19392,656716
"Lane Thomas","KCR",0.1333014816045761,-2.4969964027404785,2.630297899246216,-3.3359999656677246,-0.327441543340683,1.3124547004699707,1.8772908449172974,11,-0.5220696330070496,0.6236361720707162,"Lane Thomas",16939,657041
"Matt McLain","CIN",-0.07048328220844269,-3.4508376121520996,3.380354404449463,-4.36090087890625,-0.4104170799255371,0.8927119970321655,,0,-0.7013735771179199,0.6224194660017196,"Matt McLain",29695,680574
"Daylen Lile","WSN",0.6261054277420044,-4.000274181365967,4.626379489898682,1.5539997816085815,0.11110865324735641,0.9997766017913818,,0,0.007099496200680733,0.6191458336261625,"Daylen Lile",29995,695734
"Alex Bregman","CHC",0.27062591910362244,-3.788618326187134,4.059244155883789,-3.299999713897705,-0.3545258343219757,1.0089877843856812,1.959999918937683,1,-0.3370921015739441,0.6053073597679688,"Alex Bregman",17678,608324
"Shea Langeliers","ATH",1.8042751550674438,-3.6750097274780273,5.47928524017334,5.6185994148254395,0.5679149031639099,1.054919958114624,,0,1.1090134382247925,0.6013297410739324,"Shea Langeliers",25816,669127
"Jake McCarthy","COL",0.29385295510292053,-2.2146217823028564,2.508474826812744,0.9982008337974548,0.09852313995361328,1.024666666984558,1.1793999671936035,1,-0.3075590133666992,0.5943380846208527,"Jake McCarthy",21622,664983
"Luis García Jr.","WSN",0.8652127385139465,-2.476897954940796,3.3421108722686768,7.13599967956543,0.6919054388999939,0.9396362900733948,1.5062181949615479,11,0.3331499695777893,0.5876453931112837,"Luis Garcia Jr.",20391,671277
"Luis Torrens","NYM",0.1454097330570221,-1.4610222578048706,1.6064320802688599,-2.702000141143799,-0.27910685539245605,1.1146436929702759,1.353600025177002,7,-0.4545600712299347,0.585014075477281,"Luis Torrens",15905,620443
"Jake Burger","TEX",0.5222240090370178,-3.8993420600891113,4.421566009521484,3.5909998416900635,0.3258539140224457,1.0946048498153687,1.2599999904632568,1,-0.08785607665777206,0.5649451459462038,"Jake Burger",22275,669394
"Julio Rodríguez","SEA",1.2069435119628906,-3.8121023178100586,5.019045829772949,3.0229997634887695,0.3474343419075012,1.0016316175460815,,0,0.6419314742088318,0.5630459754046369,"Julio Rodriguez",23697,677594
"Eugenio Suárez","CIN",0.30907487869262695,-1.7314280271530151,2.0405027866363525,-2.810999870300293,-0.27548810839653015,0.9923238158226013,2.3087000846862793,2,-0.24650976061820984,0.5579755077507775,"Eugenio Suarez",12552,553993
"Edmundo Sosa","PHI",0.3022098243236542,-1.9559221267700195,2.258131980895996,-0.3259999454021454,-0.01814916729927063,1.2185032367706299,1.6082799434661865,5,-0.30773991346359253,0.5557571654526752,"Edmundo Sosa",17022,624641
"Jarren Duran","BOS",-0.34372732043266296,-3.6264538764953613,3.282726526260376,-3.2796998023986816,-0.33729004859924316,0.9618842005729675,0.4702000021934509,2,-0.9054387211799622,0.5480907990206063,"Jarren Duran",24617,680776
"Brandon Lockridge","MIL",0.6960040926933289,-1.301401972770691,1.997406005859375,4.079100131988525,0.4224715828895569,0.9362529516220093,1.806999921798706,1,0.20339611172676086,0.5399971042706233,"Brandon Lockridge",21496,663604
"Michael Busch","CHC",1.3672313690185547,-3.6531565189361572,5.020387649536133,14.547300338745117,1.5162063837051392,1.0170297622680664,3.2039999961853027,1,0.8056330680847168,0.5387045508749366,"Michael Busch",26319,683737
"Andrew Benintendi","CHW",-0.03994530066847801,-2.8768372535705566,2.8368918895721436,-4.9459004402160645,-0.5253672003746033,1.0478922128677368,1.2723333835601807,9,-0.5763893127441406,0.5382696472117852,"Andrew Benintendi",17901,643217
"Gunnar Henderson","BAL",0.11301516741514206,-3.9749248027801514,4.087939739227295,0.4192999601364136,0.05614785850048065,0.9222508072853088,,0,-0.4156509339809418,0.5381937027401341,"Gunnar Henderson",26289,683002
"Bryson Stott","PHI",0.36429363489151,-2.895620107650757,3.259913682937622,-0.9979991912841797,-0.11360784620046616,0.8798127770423889,0.9801999926567078,5,-0.11711043864488602,0.5311685705535097,"Bryson Stott",26294,681082
"Christian Yelich","MIL",0.7232978940010071,-1.274798035621643,1.998095989227295,2.263000011444092,0.22091396152973175,1.053565263748169,4.810800075531006,2,0.15588942170143127,0.5306346303803533,"Christian Yelich",11477,592885
"Xander Bogaerts","SDP",0.433864027261734,-3.0629279613494873,3.4967920780181885,5.384400367736816,0.5768709778785706,0.9913549423217773,,0,-0.08980632573366165,0.5274538410076703,"Xander Bogaerts",12161,593428
"Alejandro Osuna","TEX",0.6106781363487244,-0.8848839402198792,1.4955620765686035,2.069000244140625,0.2626221776008606,1.0487949848175049,0.9248000383377075,4,0.05656009167432785,0.5257063619119134,"Alejandro Osuna",27915,696030
"Ryan McMahon","NYY",-0.23127628862857819,-2.4296181201934814,2.1983418464660645,-5.53000020980835,-0.591281533241272,0.8797208070755005,0.30300000309944153,1,-0.7883562445640564,0.5254588721608489,"Ryan McMahon",15112,641857
"Michael Conforto","CHC",1.3109939098358154,-1.2314860820770264,2.542479991912842,3.5930001735687256,0.3708077669143677,1.0486525297164917,1.5709999799728394,13,0.7474892139434814,0.5026807638948869,"Michael Conforto",16376,624424
"Pete Crow-Armstrong","CHC",0.5678611397743225,-3.506730079650879,4.074591159820557,2.6519999504089355,0.2872152626514435,0.9534991383552551,0.7332000136375427,1,0.09812110662460327,0.4974338518768364,"Pete Crow-Armstrong",27769,691718
"Colton Cowser","BAL",-0.010922003537416458,-1.943762183189392,1.93284010887146,-2.442999839782715,-0.23727381229400635,1.0212239027023315,0.9796444773674011,9,-0.5036373734474182,0.492942359838243,"Colton Cowser",29591,681297
"Tyler Stephenson","CIN",-0.4511716365814209,-2.584061861038208,2.132890224456787,-7.990999698638916,-0.8070050477981567,0.9956427812576294,2.6201000213623047,2,-0.9270939826965332,0.47394788946465033,"Tyler Stephenson",17988,663886
"Jacob Young","WSN",0.12587033212184906,-2.8350555896759033,2.960926055908203,3.1870005130767822,0.33485618233680725,0.8785322904586792,2.4753000736236572,2,-0.30219075083732605,0.4454641779940359,"Jacob Young",29931,696285
"Will Smith","LAD",0.39442747831344604,-2.965080499649048,3.3595077991485596,2.305999517440796,0.21877354383468628,1.0318769216537476,1.6753666400909424,6,-0.06250674277544022,0.44474949870539454,"Will Smith",19197,669257
"Jung Hoo Lee","SFG",0.1561102420091629,-2.71650767326355,2.8726179599761963,-2.522599935531616,-0.2741381824016571,0.8139834403991699,0.4456000030040741,2,-0.23719660937786102,0.42898213505465843,"Jung Hoo Lee",33824,808982
"James McCann","ARI",-0.29257404804229736,-1.0628520250320435,0.7702779769897461,-6.748000144958496,-0.6677342057228088,0.9103484153747559,0.009999999776482582,1,-0.7471083998680115,0.4257215076616294,"James McCann",12859,543510
"Ryan Kreidler","MIN",0.17633593082427979,-0.5861100554466248,0.7624459862709045,1.0700000524520874,0.1140727549791336,0.7901754975318909,,0,-0.20160169899463654,0.42476216318906446,"Ryan Kreidler",25867,668952
"Shohei Ohtani","LAD",1.5050276517868042,-2.822441816329956,4.327469825744629,14.643500328063965,1.4638279676437378,0.8824904561042786,,0,1.285151481628418,0.42028073169057145,"Shohei Ohtani",19755,660271
"Samuel Basallo","BAL",0.5446853637695312,-2.4946141242980957,3.039299488067627,1.05500066280365,0.09930279850959778,0.934734582901001,2.100640058517456,5,0.1645040065050125,0.41821259961334656,"Samuel Basallo",28824,694212
"Jake Bauers","MIL",0.6254525184631348,-2.7260358333587646,3.3514883518218994,11.373000144958496,1.1931933164596558,0.9525868892669678,2.604933261871338,3,0.25674182176589966,0.3998413471925052,"Jake Bauers",15194,641343
"Ronald Acuña Jr.","ATL",0.20634174346923828,-2.8450140953063965,3.0513558387756348,1.2057998180389404,0.09927045553922653,0.9762536287307739,,0,-0.1866888403892517,0.39804963577753916,"Ronald Acuna Jr.",18401,660670
"Luis Campusano","SDP",0.9272480010986328,-0.7252659797668457,1.6525139808654785,5.52400016784668,0.5390676259994507,1.009975790977478,,0,0.5219551920890808,0.396134141716852,"Luis Campusano",22217,669134
"Kyle Tucker","LAD",1.2829421758651733,-3.2655298709869385,4.548471927642822,10.01300048828125,1.0217068195343018,1.0368785858154297,4.45959997177124,1,0.8592838048934937,0.378028059210858,"Kyle Tucker",18345,663656
"Fernando Tatis Jr.","SDP",-0.321222186088562,-3.6798880100250244,3.358665943145752,-2.8747000694274902,-0.25400635600090027,0.9920074939727783,2.7211999893188477,1,-0.6970457434654236,0.3732355020708393,"Fernando Tatis Jr.",19709,665487
"Nolan Gorman","STL",0.11651352792978287,-3.456852436065674,3.5733659267425537,-1.812999963760376,-0.18303436040878296,1.0735448598861694,1.4770400524139404,5,-0.26214659214019775,0.37067817967174915,"Nolan Gorman",22263,669357
"Lawrence Butler","ATH",-0.8000879287719727,-2.7011799812316895,1.9010919332504272,-8.966899871826172,-0.9480869174003601,0.9437506198883057,1.2050222158432007,9,-1.2146581411361694,0.3668834092195279,"Lawrence Butler",22542,671732
"Edgar Quero","CHW",-0.8185979127883911,-2.711350202560425,1.8927522897720337,-9.190999984741211,-0.9496282935142517,1.3196406364440918,2.308574914932251,8,-0.9762415885925293,0.3559227758934994,"Edgar Quero",28022,700337
"Luke Keaschall","MIN",-0.14794431626796722,-3.3347184658050537,3.186774253845215,-2.681000232696533,-0.28726431727409363,0.9562345743179321,2.756500005722046,2,-0.5068603157997131,0.3521448095407037,"Luke Keaschall",33321,807712
"Travis d'Arnaud","LAA",0.07766406238079071,-0.5557119250297546,0.6333760023117065,-1.8849998712539673,-0.19005979597568512,0.8211449980735779,,0,-0.25610679388046265,0.35068699903666783,"Travis d'Arnaud",7739,518595
"Amed Rosario","NYY",0.39608120918273926,-1.621972918510437,2.018054246902466,1.6289995908737183,0.14733436703681946,1.1109079122543335,2.1449999809265137,5,0.010465594939887524,0.34607269668050705,"Amed Rosario",15518,642708
"Dustin Harris","- - -",0.21489989757537842,-0.7262860536575317,0.9411859810352325,-0.7170000076293945,-0.07351730763912201,0.9457103404505499,1.2853500172495842,4,-0.11815130710601807,0.3453877963179231,"Dustin Harris",25705,687957
"James Outman","MIN",0.046579912304878235,-1.0552301406860352,1.101810097694397,-4.642999649047852,-0.4737630784511566,0.9924637675285339,1.3917999267578125,2,-0.2957862317562103,0.3427198466939859,"James Outman",24770,681546
"Brady House","WSN",-0.17781870067119598,-2.9038665294647217,2.726047992706299,-2.9179999828338623,-0.2775343358516693,0.9228156208992004,1.544160008430481,5,-0.5346097946166992,0.3419183222964456,"Brady House",29993,691781
"Adolis García","PHI",-0.7138791680335999,-3.6070990562438965,2.8932199478149414,-10.705999374389648,-1.057782530784607,0.9571649432182312,1.9223999977111816,2,-1.0824414491653442,0.33661475221867476,"Adolis Garcia",19287,666969
"Brent Rooker","ATH",-0.10545503348112106,-3.0842487812042236,2.9787938594818115,-1.4449995756149292,-0.1598060429096222,1.1264848709106445,1.1527999639511108,1,-0.42936456203460693,0.3357503145606291,"Brent Rooker",19627,667670
"Matt Chapman","SFG",-0.306123822927475,-3.6164660453796387,3.310342311859131,-4.525000095367432,-0.4487059414386749,0.8579018115997314,,0,-0.6876181960105896,0.3307896886122369,"Matt Chapman",16505,656305
"Ozzie Albies","ATL",0.567010223865509,-3.2896556854248047,3.856665849685669,3.0349996089935303,0.2899046540260315,0.9291790127754211,,0,0.2816752791404724,0.3285518311037332,"Ozzie Albies",16556,645277
"Alex Freeland","LAD",0.12911169230937958,-1.6414382457733154,1.770550012588501,-5.046999931335449,-0.5043566823005676,0.8823508620262146,0.47439998388290405,2,-0.16973596811294556,0.3160628975306715,"Alex Freeland",31665,690976
"Jorge Polanco","NYM",-0.14752201735973358,-1.18256413936615,1.0350420475006104,-3.2719998359680176,-0.34519127011299133,1.171832799911499,,0,-0.4354560971260071,0.3095661089204585,"Jorge Polanco",13152,593871
"Jazz Chisholm Jr.","NYY",0.2023201286792755,-3.42783784866333,3.630157709121704,-0.518000066280365,-0.05260821804404259,0.9590280652046204,0.10050000250339508,2,-0.09844665974378586,0.3094103802227147,"Jazz Chisholm Jr.",20454,665862
"Sal Frelick","MIL",-0.42968785762786865,-3.026412010192871,2.596724033355713,-4.817200183868408,-0.49742570519447327,1.0158729553222656,1.4893332719802856,3,-0.7270742058753967,0.3041001958117479,"Sal Frelick",29622,686217
"Garrett Mitchell","MIL",0.3181542754173279,-2.4928460121154785,2.811000108718872,5.0985002517700195,0.49898022413253784,0.9918390512466431,1.0907599925994873,5,0.016959775239229202,0.3038123046838587,"Garrett Mitchell",27555,669003
"Austin Martin","MIN",0.7885435223579407,-2.6768364906311035,3.4653799533843994,7.527100086212158,0.7658171057701111,0.9534971714019775,1.3911666870117188,6,0.5248748660087585,0.30212656200649524,"Austin Martin",27462,668885
"Leo Rivas","SEA",-0.9188376665115356,-2.734678030014038,1.815840482711792,-5.9760003089904785,-0.649194598197937,1.3066468238830566,,0,-1.001997709274292,0.2987949388569887,"Leo Rivas",21009,660844
"Kyle Schwarber","PHI",1.7918556928634644,-3.370415449142456,5.162271022796631,13.751999855041504,1.3534901142120361,0.9599745869636536,,0,1.5723713636398315,0.2941943946590466,"Kyle Schwarber",16478,656941
"Yohel Pozo","STL",0.35623183846473694,-0.817872166633606,1.1741039752960205,-0.9079999327659607,-0.09966965764760971,1.6436207294464111,2.328700065612793,8,-0.07610620558261871,0.29284223968260215,"Yohel Pozo",18848,650968
"Tristan Peters","CHW",0.30001378059387207,-2.550152063369751,2.850165843963623,-0.8479998707771301,-0.06518871337175369,1.0929644107818604,1.004599928855896,4,-0.014258744195103645,0.2887542150762231,"Tristan Peters",30063,671976
"Gabriel Arias","CLE",0.3093658685684204,-0.5618501305580139,0.8712159991264343,-0.13199982047080994,-0.028151974081993103,1.1403312683105469,,0,-0.012819910421967506,0.284114644825559,"Gabriel Arias",22563,672356
"CJ Kayfus","CLE",0.2951180934906006,-0.4339219927787781,0.7290400862693787,0.35899993777275085,0.03362245112657547,1.098904013633728,2.5260000228881836,1,-0.015552869066596031,0.2841096218213142,"CJ Kayfus",33704,692216
"Christian Vázquez","HOU",0.20229628682136536,-1.4280197620391846,1.6303160190582275,3.863999843597412,0.4363539218902588,0.7844363451004028,0.21411998569965363,5,-0.018808212131261826,0.2766956597041719,"Christian Vazquez",9774,543877
"Davis Schneider","TOR",-0.05945613607764244,-1.3502061367034912,1.2907500267028809,-2.403900146484375,-0.24747048318386078,0.870004415512085,1.2613778114318848,9,-0.34108856320381165,0.27274852375395836,"Davis Schneider",23565,676914
"Luis Rengifo","MIL",-0.6484225988388062,-2.9165220260620117,2.268099546432495,-8.122200012207031,-0.8257502913475037,1.0686911344528198,1.0112249851226807,8,-0.8745628595352173,0.26781823713240793,"Luis Rengifo",19858,650859
"Moisés Ballesteros","CHC",0.5384896993637085,-1.7831782102584839,2.3216679096221924,7.197999954223633,0.7457464933395386,0.8768059015274048,1.7303142547607422,7,0.3465508222579956,0.26759844204970806,"Moises Ballesteros",28820,694208
"Derek Hill","CHW",0.6121518015861511,-1.3670101165771484,1.9791618585586548,-0.5829999446868896,-0.0352645218372345,1.1549102067947388,1.3031818866729736,11,0.2644140124320984,0.2656287545160583,"Derek Hill",16947,656537
"Denzel Clarke","ATH",-0.29525622725486755,-1.0673902034759521,0.7721339464187622,-3.6100001335144043,-0.3723357617855072,1.064463496208191,,0,-0.5429493188858032,0.2655736941634685,"Denzel Clarke",29858,672016
"Ramón Laureano","SDP",0.3231920897960663,-3.0097880363464355,3.332980155944824,0.3428999185562134,0.0707993432879448,0.9508880972862244,2.988600015640259,5,0.0751081109046936,0.26477635154513246,"Ramon Laureano",17128,657656
"Paul Goldschmidt","NYY",0.5187121629714966,-1.1981698274612427,1.7168819904327393,6.313900470733643,0.6835575103759766,0.8534219861030579,1.2999000549316406,6,0.3443359136581421,0.2634667577261146,"Paul Goldschmidt",9218,502671
"Hao-Yu  Lee","DET",-0.08393806219100952,-1.3929240703582764,1.3089860677719116,-0.49800002574920654,-0.047853872179985046,1.0787127017974854,0.8552500009536743,4,-0.34092843532562256,0.2631152585166896,"Hao-Yu  Lee",30080,701678
"Joey Wiemer","WSN",0.7534922957420349,-1.4251986742019653,2.1786909103393555,5.0970001220703125,0.5346686840057373,1.1653523445129395,0.785040020942688,5,0.38959801197052,0.2569809384129007,"Joey Wiemer",27690,686894
"Victor Scott II","STL",-0.8320099711418152,-2.696943998336792,1.864933967590332,-9.916000366210938,-1.0239055156707764,1.0082087516784668,,0,-1.0804907083511353,0.2552548930929516,"Victor Scott II",31349,687363
"Jeimer Candelario","LAA",0.06036791577935219,-0.3142140507698059,0.3745819628238678,-0.9409998655319214,-0.09626504778862,0.9589599967002869,0.9622000455856323,3,-0.19193711876869202,0.25488856198537874,"Jeimer Candelario",13621,600869
"Vladimir Guerrero Jr.","TOR",0.4719614088535309,-3.8680121898651123,4.339973449707031,7.705999374389648,0.7982555627822876,1.089121699333191,1.2008000612258911,1,0.1799612045288086,0.25338009162063624,"Vladimir Guerrero Jr.",19611,665489
"Ketel Marte","ARI",0.566545844078064,-3.605722188949585,4.172267913818359,2.623800039291382,0.255283921957016,0.9818074107170105,3.145599842071533,2,0.32990244030952454,0.24714132397039423,"Ketel Marte",13613,606466
"Justin Crawford","PHI",0.1286669373512268,-2.743680238723755,2.872347116470337,-7.374000072479248,-0.7080193161964417,0.9788406491279602,1.1913599967956543,5,-0.11472275853157043,0.24617105654193092,"Justin Crawford",31791,702222
"Logan O'Hoppe","LAA",-0.32241615653038025,-1.8498343229293823,1.5274181365966797,-3.128999948501587,-0.321566104888916,0.8872346878051758,2.595599889755249,1,-0.5963795781135559,0.23298513359745254,"Logan O'Hoppe",24729,681351
"Sean Murphy","ATL",-0.023337993770837784,-0.17535799741744995,0.15202000737190247,-1.8569998741149902,-0.19137483835220337,0.6675857305526733,,0,-0.26794347167015076,0.23298467506508103,"Sean Murphy",19352,669221
"Richie Palacios","TBR",0.30746030807495117,-1.9166439771652222,2.224104404449463,3.2039997577667236,0.3243834972381592,1.0930390357971191,1.4400571584701538,7,0.050302889198064804,0.23098652317020435,"Richie Palacios",24589,680700
"Jo Adell","LAA",-0.34487420320510864,-3.5324819087982178,3.187607765197754,-0.7910007238388062,-0.057437874376773834,0.9010380506515503,,0,-0.613662600517273,0.23091050369325272,"Jo Adell",20220,666176
"Adrian Del Castillo","ARI",-0.4764018654823303,-2.378242015838623,1.9018402099609375,-3.4080004692077637,-0.31894347071647644,1.038284182548523,1.8375333547592163,3,-0.6832433342933655,0.22440761909160156,"Adrian Del Castillo",29554,680728
"Edouard Julien","COL",-0.340500146150589,-2.5418522357940674,2.201352119445801,-6.214300155639648,-0.5636395812034607,0.9223656058311462,1.0139999389648438,7,-0.5827080011367798,0.21354837072779098,"Edouard Julien",27534,666397
"Nathan Church","STL",0.05153551325201988,-2.8595924377441406,2.911128044128418,-3.680000066757202,-0.35930219292640686,0.9958049058914185,2.009500026702881,2,-0.15628045797348022,0.2080330783382962,"Nathan Church",31357,701675
"Joe Mack","MIA",-0.06632594019174576,-0.9058362245559692,0.8395102620124817,-0.763999879360199,-0.07746217399835587,0.9510259032249451,0.35600000619888306,1,-0.27477747201919556,0.2050360065482411,"Joe Mack",29780,691788
"Rob Refsnyder","SEA",-0.8302133083343506,-1.819407343864441,0.9891939759254456,-10.65060043334961,-1.1631410121917725,1.1523743867874146,1.5193684101104736,19,-0.9212223887443542,0.20078524795644026,"Rob Refsnyder",13770,608701
"Mike Trout","LAA",1.6756688356399536,-2.9877734184265137,4.663442134857178,15.381999969482422,1.5504406690597534,0.8967260122299194,,0,1.668010950088501,0.20064102697750408,"Mike Trout",10155,545361
"Thomas Saggese","STL",-0.8334090709686279,-1.9146099090576172,1.0812008380889893,-9.835000038146973,-1.0185246467590332,1.1971691846847534,0.6651999950408936,2,-0.8965800404548645,0.20043025508590118,"Thomas Saggese",27883,695336
"Alex Call","LAD",0.5910521149635315,-0.850551962852478,1.4416041374206543,3.1580002307891846,0.3196336030960083,1.009380578994751,1.195542812347412,7,0.38593071699142456,0.19962851335572984,"Alex Call",19296,669743
"Ronny Mauricio","NYM",0.02635214664041996,-0.6746618747711182,0.7010140419006348,-2.0769996643066406,-0.22541730105876923,1.1561437845230103,4.820799827575684,1,-0.17678430676460266,0.19957744633183397,"Ronny Mauricio",23698,677595
"Henry Davis","PIT",-0.47221821546554565,-1.8297981023788452,1.3575799465179443,-9.689000129699707,-0.9638972878456116,0.8524762392044067,,0,-0.7474027276039124,0.1934656279537752,"Henry Davis",29617,680779
