Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Jorge Soler","KCR",162,679,48,95,117,3,0.107511045,0.26215022,0.303904924,0.294277929,0.264855687,0.353550295,0.568760611,0.3783660905676469,0.39553610814450224,135.8049760849305,-2.008729001507163,29.06383856162102,-17.45640254020691,3.512257369952037,"Jorge Soler",14221,624585
"José Ramírez","CLE",129,542,23,68,83,24,0.095940959,0.136531365,0.224066391,0.255754475,0.255186721,0.326568265,0.479253112,0.33444160057131567,0.343781088000146,107.86122311291173,5.963177922181785,11.408873846542454,4.8342530727386475,3.4813261019390946,"Jose Ramirez",13510,608070
"Trey Mancini","BAL",154,679,35,106,97,1,0.092783505,0.210603829,0.244186046,0.326340326,0.290697674,0.36377025,0.53488372,0.3728200801201826,0.36182491595928484,132.23978655648375,-1.8079427098855376,26.170652880317814,-14.888542652130127,3.4806592116829824,"Trey Mancini",15149,641820
"Christian Vázquez","BOS",138,521,23,66,72,4,0.063339731,0.193857965,0.201244814,0.304709141,0.275933609,0.32046332,0.477178423,0.3313744722060787,0.3101787047627371,101.51856804389581,-3.5449151089414954,-2.5337176756695845,19.211143851280212,3.4497502544784644,"Christian Vazquez",9774,543877
"Jonathan Villar","BAL",162,714,24,111,73,40,0.085434173,0.246498599,0.179127726,0.340807174,0.274143302,0.338959212,0.453271028,0.33539229120047953,0.3147788331461358,106.92637194069817,7.517802062444389,13.838543130478335,-4.17676305770874,3.4462107956650585,"Jonathan Villar",10071,542340
"Tommy Pham","TBR",145,654,21,77,68,25,0.123853211,0.188073394,0.176366843,0.316037735,0.273368606,0.368501529,0.449735449,0.3488893591440641,0.3539163565930025,123.10229011287912,2.7759382696822286,22.08658239694998,-10.449110984802246,3.4273670780057772,"Tommy Pham",2967,502054
"Nick Ahmed","ARI",158,625,19,79,82,8,0.0832,0.1808,0.183453237,0.279816513,0.253597122,0.315705128,0.437050359,0.3147012686231129,0.3209897101213391,90.86745245971146,3.3976088101044297,-4.133130648644839,19.162752628326416,3.3985632650300226,"Nick Ahmed",12147,605113
"Gleyber Torres","NYY",144,604,38,96,90,5,0.079470198,0.213576158,0.256410256,0.296103896,0.278388278,0.336650082,0.534798534,0.3584699681401253,0.3401648712158203,125.00664859693855,-0.6441823020577431,18.66022217724616,-5.594123125076294,3.39051132551979,"Gleyber Torres",16997,650402
"Paul DeJong","STL",159,664,30,97,78,9,0.093373493,0.22439759,0.210977702,0.258536585,0.233276157,0.317771084,0.444253859,0.3216295597420199,0.3316382836054149,100.77149841957517,-0.04898705706000328,0.626891679676306,13.04402208328247,3.387574263265468,"Paul DeJong",18015,657557
"Brett Gardner","NYY",141,550,28,86,74,10,0.094545454,0.196363636,0.252545825,0.265363128,0.250509164,0.325454545,0.503054989,0.34423857515508477,0.29895824390453296,115.38157691655218,5.264796664938331,16.077331751977987,-1.220798134803772,3.3747478512550324,"Brett Gardner",9927,458731
"Jorge Polanco","MIN",153,704,22,107,79,4,0.085227272,0.164772727,0.190174326,0.328,0.294770206,0.356125356,0.484944532,0.35242495051452094,0.34152972438684914,120.12342196046735,2.0945360688492656,20.20120128367734,-11.59283447265625,3.3087721242277235,"Jorge Polanco",13152,593871
"Willy Adames","TBR",152,584,20,69,52,4,0.078767123,0.261986301,0.163841808,0.320334261,0.254237288,0.316695352,0.418079096,0.31267636151149353,0.31991841598854526,98.61047133297902,1.4068173104897141,0.3696607068341189,12.402796268463135,3.291744485741787,"Willy Adames",15986,642715
"Whit Merrifield","KCR",162,735,16,105,74,20,0.061224489,0.171428571,0.160058738,0.349907918,0.302496328,0.348299319,0.462555066,0.3401222384139283,0.3253538273582774,109.93963607917192,2.3084875270724297,11.645798042291085,-4.510516166687012,3.2745760934571773,"Whit Merrifield",11281,593160
"Kolten Wong","STL",148,549,11,61,59,24,0.0856102,0.15118397,0.138075314,0.32133676,0.284518828,0.360957642,0.422594142,0.3340000701881253,0.29459513150728667,108.87630204498674,5.298796153627336,11.72819073855338,4.284071683883667,3.258250465667657,"Kolten Wong",12532,543939
"Hunter Dozier","KCR",139,586,26,75,84,2,0.093856655,0.252559726,0.242829828,0.33898305,0.279158699,0.348122866,0.521988527,0.3599020542755519,0.338368637921059,123.3172545381023,2.137850129045546,19.601660556043605,-8.204368472099304,3.1652024359794138,"Hunter Dozier",15117,641531
"Gio Urshela","NYY",132,476,21,73,74,1,0.052521008,0.182773109,0.219457013,0.349112426,0.314479638,0.355042016,0.533936651,0.3690673663741664,0.34918848404672637,132.17395243960982,-0.1439233561977744,19.42988567852306,-4.537684321403503,3.1183017961142574,"Gio Urshela",10681,570482
"Tom Murphy","SEA",76,281,18,32,40,2,0.067615658,0.30960854,0.261538461,0.339743589,0.273076923,0.323843416,0.534615384,0.35466098849035244,0.2993623455224088,126.29048545241348,0.9076288007199764,10.349735505198582,11.267883062362671,3.0866273743120223,"Tom Murphy",13499,608596
"Byron Buxton","MIN",87,295,10,48,46,14,0.064406779,0.230508474,0.25092251,0.314432989,0.261992619,0.313993174,0.512915129,0.3402550606286689,0.30708591143290204,111.89259995893428,3.3560921838507056,7.8400632869872275,13.010388851165771,3.0612864691217267,"Byron Buxton",14161,621439
"Josh Bell","PIT",143,613,37,94,116,0,0.120717781,0.192495921,0.292220114,0.287598944,0.277039848,0.367047308,0.569259962,0.37845567166805266,0.3836572234695022,134.87278371412413,-3.797660985030234,24.406472037843663,-12.571881532669067,3.051012700804205,"Josh Bell",13145,605137
"Christian Walker","ARI",152,603,29,86,73,8,0.111111111,0.257048092,0.217391304,0.312138728,0.258979206,0.348258706,0.47637051,0.345511357488744,0.36473203825470585,111.05333896983815,0.6271573640406132,9.420954938707222,2.6752395629882812,3.0454013837554745,"Christian Walker",13419,572233
"Eric Sogard","- - -",110,442,13,59,40,8,0.08597285,0.142533936,0.166666667,0.315789473,0.29040404,0.35307517,0.457070707,0.34211457744070267,0.30982920974837164,115.41601893475668,1.6765649942681193,10.385368326764992,4.980236321687698,3.044864103125843,"Eric Sogard",7927,519299
"Mike Tauchman","NYY",87,296,13,46,47,6,0.114864864,0.239864864,0.226923077,0.333333333,0.276923076,0.361486486,0.503846153,0.3635691217071301,0.31892650191848343,128.45534252614917,2.507379229180515,13.272514899952563,7.167290687561035,3.02491360117725,"Mike Tauchman",15274,643565
"Paul Goldschmidt","STL",161,682,34,97,97,3,0.114369501,0.243401759,0.216080402,0.3025,0.25963149,0.345588235,0.475711892,0.345727658289372,0.36082268903355397,116.55988139075598,-0.29726413916796446,14.603456071031147,-5.384984016418457,3.010955251940004,"Paul Goldschmidt",9218,502671
"Fernando Tatis Jr.","SDP",84,372,22,61,53,16,0.080645161,0.295698924,0.27245509,0.409756097,0.317365269,0.379032258,0.589820359,0.39838170876721485,0.34691252837309966,150.71388307778363,2.258607971481979,27.149213866872064,-8.477245330810547,2.9675220148359065,"Fernando Tatis Jr.",19709,665487
"David Fletcher","LAA",154,653,6,83,49,8,0.084226646,0.098009188,0.093959731,0.316888045,0.290268456,0.349693251,0.384228187,0.31768704570256745,0.3176172494888306,96.25508007085232,-1.0592443104833364,-4.184745700725149,10.895056962966919,2.9452908575434593,"David Fletcher",17992,664058
"Joey Gallo","TEX",70,297,22,54,49,4,0.175084175,0.383838383,0.34439834,0.367924528,0.253112033,0.388513513,0.597510373,0.4007613277190352,0.39679196985756476,144.09390660268338,0.9170721108093858,17.654896458759087,1.0899863243103027,2.8638018862865984,"Joey Gallo",14128,608336
"Joc Pederson","LAD",149,514,36,83,74,1,0.097276264,0.215953307,0.288888889,0.249180327,0.248888888,0.3385214,0.537777777,0.3617369424318895,0.3438535611305011,125.7741012393215,0.12399994302541018,17.602828100498925,-4.975002408027649,2.8209566583445516,"Joc Pederson",11899,592626
"Brian Anderson","MIA",126,520,20,57,66,5,0.084615384,0.219230769,0.206971678,0.304878048,0.261437908,0.342307692,0.468409586,0.34222624710759214,0.33947342301150046,114.39825316122759,0.5864510787650943,10.464673771793683,1.5379834175109863,2.7788476488542795,"Brian Anderson",18289,605119
"Niko Goodrum","DET",112,472,12,61,45,12,0.097457627,0.292372881,0.172576832,0.338181818,0.24822695,0.322033898,0.420803782,0.31549459784400435,0.30410318577543216,95.01567099563185,5.678776676766574,2.671920339039091,8.713176369667053,2.763615446355473,"Niko Goodrum",12092,592348
"Howie Kendrick","WSN",121,370,17,61,62,2,0.072972972,0.132432432,0.22754491,0.358974358,0.344311377,0.394594594,0.571856287,0.40016223389281813,0.4183943833762068,146.59730577949088,-1.3340030834078789,21.413209927213565,-4.908949136734009,2.750773401521866,"Howie Kendrick",4229,435062
"Miguel Sanó","MIN",105,439,34,76,79,0,0.125284738,0.362186788,0.328947368,0.319148936,0.247368421,0.346241457,0.576315789,0.37849067609782644,0.36925411663846486,137.75236927464218,-3.06815932597965,18.114121009799344,-5.8249621987342834,2.735518971806134,"Miguel Sano",12164,593934
"Eduardo Escobar","ARI",158,699,35,94,118,5,0.071530758,0.185979971,0.242138365,0.282744282,0.268867924,0.320457796,0.511006289,0.3411071463220421,0.3256199935386921,108.16782613781096,0.469334932975471,8.002011562621343,-2.1806564331054688,2.7337355170754756,"Eduardo Escobar",6153,500871
"Mike Moustakas","MIL",143,584,35,80,87,3,0.090753424,0.167808219,0.261950287,0.25,0.254302103,0.328767123,0.51625239,0.34823112856332916,0.3498766576763627,112.9435999726167,-2.6217934852465987,7.351385037441744,2.124283567070961,2.731937021517216,"Mike Moustakas",4892,519058
"Cavan Biggio","TOR",100,430,16,66,48,14,0.165116279,0.286046511,0.194915255,0.30875576,0.234463276,0.363636363,0.429378531,0.34257433631203393,0.3463388723093313,114.64736650368901,2.836933203972876,10.886860960656275,0.6051060408353806,2.6264788127951237,"Cavan Biggio",19252,624415
"Adam Frazier","PIT",152,608,10,80,50,5,0.065789473,0.123355263,0.13898917,0.306382978,0.277978339,0.336092715,0.416967509,0.32001848151286444,0.31803811563027873,96.5864128572331,0.7331099705770612,-2.0051850515875564,9.292171716690063,2.5938040677710927,"Adam Frazier",15223,624428
"Adalberto Mondesi","KCR",102,443,9,58,62,43,0.04288939,0.297968397,0.161445783,0.357142857,0.262650602,0.29090909,0.424096385,0.2978803805329583,0.2830631596545606,81.37033787734359,9.11950742546469,-1.428554804967666,11.994100570678711,2.582157546105018,"Adalberto Mondesi",13769,609275
"J.D. Davis","NYM",140,453,22,65,57,3,0.083885209,0.214128035,0.219512195,0.354948805,0.307317073,0.368653421,0.526829268,0.37341875961244503,0.38370240215763385,136.89942003007357,-1.3251779302954674,20.728620748139257,-8.906615018844604,2.55346522807642,"J.D. Davis",16219,605204
"Robinson Chirinos","HOU",114,437,17,57,58,1,0.116704805,0.286041189,0.204918032,0.305676855,0.237704918,0.347126436,0.44262295,0.336414320952332,0.31549022001378674,111.82498954986674,-2.3829549867659807,4.221639859639979,5.942607164382935,2.522106492476545,"Robinson Chirinos",3142,455139
"Manny Machado","SDP",156,661,32,81,85,5,0.098335854,0.19364599,0.206132879,0.274418604,0.255536626,0.334341906,0.461669505,0.33495346418267685,0.3430966316385472,109.15751651539156,0.5781514076516032,8.564436944357356,-3.7533717155456543,2.517731123525155,"Manny Machado",11493,592518
