Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Sean Manaea","NYM",12,6,0,32,32,181.2,9.115596840708145,3.1211010921989844,1.0403670307329949,0.24511930585683298,0.74178935,0.37605042,0.102439024,92.2266050054407,3.4678901024433157,3.7598997151472924,3.8325348614574795,4.035993900054773,2.7818140983581543,"Sean Manaea",15873,640455
"Bryce Miller","SEA",12,8,0,31,31,180.1,8.534196174161735,2.2458410984636146,1.0480591792830203,0.23706896551724138,0.78208556,0.38095238,0.098591549,95.30685427433247,2.9445472179856282,3.6814591077978993,3.5823762780052792,3.8544157895150137,2.7484092712402344,"Bryce Miller",29837,682243
"Cade Smith","CLE",6,1,1,74,0,75.1,12.305311811550412,2.0309737941393884,0.11946904671408168,0.30303030303030304,0.79022989,0.436363636,0.016949152,96.09155939826303,1.9115047474253068,2.497331961244542,1.4009927546261436,2.4126101284819432,2.6926159858703613,"Cade Smith",27867,671922
"Spencer Schwellenbach","ATL",8,7,0,21,21,123.2,9.242587791146493,1.6738544818611758,1.0188679454807157,0.2787878787878788,0.74523397,0.416422287,0.112,96.16492344034609,3.3477089637223516,3.4286303376259455,3.2877735813232136,3.3443858529273034,2.6549742221832275,"Spencer Schwellenbach",31846,680885
"Nathan Eovaldi","TEX",12,8,0,29,29,170.2,8.753906771773504,2.214843882014983,1.212890697293919,0.27074235807860264,0.74481074,0.483263598,0.146496815,95.63152639314929,3.796875226311399,3.888923951016343,3.8344485681038374,3.473425029652539,2.6279804706573486,"Nathan Eovaldi",9132,543135
"Griffin Jax","MIN",5,5,10,72,0,71,12.042254815142437,1.90140865502249,0.5070423080059974,0.26875,0.77054795,0.52173913,0.076923076,97.09996285467791,2.0281692320239895,2.380353069292193,1.9411275339419682,2.3161196463997125,2.6004717350006104,"Griffin Jax",20253,643377
"Reese Olson","DET",4,8,0,22,22,112.1,8.091988496955327,2.6439170336586715,0.560830885927597,0.290625,0.67610063,0.506172839,0.06930693,94.34578689334086,3.5252227115448953,3.625634507859583,3.166479778289795,3.7158523464440556,2.491748094558716,"Reese Olson",24968,681857
"Ryan Feltner","COL",3,10,0,30,30,162.1,7.650924264361067,2.8829569691795323,1.1088296035305893,0.30526315789473685,0.66326531,0.449186991,0.115606936,94.78199004305705,4.490759894298887,4.375893930183558,4.158266257003266,4.1679836347803185,2.46358585357666,"Ryan Feltner",21446,663372
"Brady Singer","KCR",9,13,0,32,32,179.2,8.515770426494786,2.705009429592461,1.1020408787228546,0.30237154150197626,0.77809798,0.471264367,0.144736842,91.73305708586626,3.7068647738859655,4.708361332938133,3.9345688755814816,3.6219080661112044,2.452664375305176,"Brady Singer",25377,663903
"Mitchell Parker","WSN",7,10,0,29,29,151,7.927152317880795,2.562913907284768,1.0728476821192052,0.3022222222222222,0.67318757,0.379609544,0.096256684,92.60531838109495,4.291390728476821,4.366667728817627,3.8485989835878085,4.1714173409619075,2.432508945465088,"Mitchell Parker",27636,680730
"Jameson Taillon","CHC",12,8,0,28,28,165.1,6.804435693200502,1.7963710230049326,1.1431451964576844,0.2686868686868687,0.7629256,0.400785854,0.101941747,92.54225017289073,3.266129132736241,4.042548530046877,3.9225281886454066,4.155232218072615,2.3460159301757812,"Jameson Taillon",11674,592791
"Mason Miller","OAK",2,2,28,55,0,65,14.400001690204526,2.907692648983606,0.8307693282810303,0.2564102564102564,0.70564516,0.406504065,0.113207547,101.11999322755418,2.492307984843091,1.7763250263281847,2.1818642781048703,2.2147326747283302,2.33666729927063,"Mason Miller",31757,695243
"Chris Bassitt","TOR",10,14,0,31,31,171,8.842105263157896,3.6842105263157894,0.9473684210526315,0.3333333333333333,0.72674419,0.402805611,0.101694915,92.66085178732014,4.157894736842105,4.521185009556146,4.078760480044181,4.275400760168569,2.3205277919769287,"Chris Bassitt",12304,605135
"Luis Castillo","SEA",11,12,0,30,30,175.1,8.9828899944259,2.412547598502956,1.2832699992037,0.284796573875803,0.78285714,0.393004115,0.122549019,95.69790248054474,3.6444867977385083,4.011043964596625,3.9136280889372825,3.8192348249970838,2.284731149673462,"Luis Castillo",15689,622491
"Freddy Peralta","MIL",11,9,0,32,32,173.2,10.364683908454992,3.523992528874697,1.347408908099149,0.27790973871733965,0.79631636,0.366515837,0.131313131,94.43561667171412,3.6794627875015222,3.828010143126509,4.156882907319939,3.9344894073369785,2.270331382751465,"Freddy Peralta",18679,642547
"Zack Littell","TBR",8,10,0,29,29,156.1,8.117271053005814,1.7846482456963138,1.2665245614619,0.31072210065645517,0.78014184,0.340336134,0.108910891,92.53914048321234,3.626865789640896,4.382025429832069,3.8828977120460215,4.007155912614211,2.2679834365844727,"Zack Littell",15823,641793
"Ryan Helsley","STL",7,4,49,65,0,66.1,10.718593786697294,3.1206032543549087,0.4070352070897707,0.2919254658385093,0.78488372,0.368098159,0.044776119,99.82438497340425,2.0351760354488535,2.7306181467802455,2.412710876271701,3.351975720405567,2.2538928985595703,"Ryan Helsley",18138,664854
"Emmanuel Clase","CLE",4,2,47,74,0,74.1,7.991031116741125,1.210762290415322,0.2421524580830644,0.19473684210526315,0.85062241,0.57368421,0.04347826,,0.605381145207661,2.4544813801537,2.2247757746334336,2.810682301936149,2.242258071899414,"Emmanuel Clase",21032,661403
"Bryan Woo","SEA",9,3,0,22,22,121.1,7.491758555810889,0.9642857547083322,1.0384615819935885,0.2404692082111437,0.76839827,0.40625,0.093959731,94.97071710918854,2.8928572641249968,2.765136899293134,3.397249018732815,3.75402858748336,2.2343571186065674,"Bryan Woo",30279,693433
"Ronel Blanco","HOU",13,6,0,30,29,167.1,8.928287123973805,3.657370629097703,1.1832669682374921,0.22009569377990432,0.83550914,0.398169336,0.120218579,93.61698084826718,2.7968128340158906,3.972281998470077,4.146559489355193,4.090967087298483,2.1907759606838226,"Ronel Blanco",19407,669854
"Andrew Heaney","TEX",5,14,0,32,31,160,8.943750586397984,2.306250151209543,1.2937500848248658,0.29694323144104806,0.71190211,0.335429769,0.108490566,91.81237906889358,4.27500028029086,4.435666857232042,4.04147983565927,4.176140982732315,2.1737462282180786,"Andrew Heaney",15423,571760
"Mitch Keller","PIT",11,12,0,31,31,178,8.393258426966293,2.5280898876404496,1.1629213483146068,0.3063583815028902,0.73091248,0.394052044,0.116161616,94.52347448224852,4.247191011235955,4.246122886959055,4.076592137840357,4.078713848132097,2.1596126556396484,"Mitch Keller",17594,656605
"Ryne Nelson","ARI",10,6,1,28,25,150.2,7.52654918073463,2.0309735884522016,1.0154867942261008,0.3080357142857143,0.71092832,0.415948275,0.1,95.24657074361484,4.241150728826656,4.093454183260994,3.7372762770051198,3.9764893178753735,2.1585980653762817,"Ryne Nelson",26253,669194
"Gavin Stone","LAD",11,5,0,25,25,140.1,7.43943019837695,2.372921701206441,1.1543943411274578,0.28255528255528256,0.79700272,0.442080378,0.116129032,94.96417178638941,3.527316042333899,3.9700223483309256,4.014460806648854,4.017035412189123,2.145951509475708,"Gavin Stone",27792,694813
"Tobias Myers","MIL",9,6,0,27,25,138,8.282608695652174,2.347826086956522,1.173913043478261,0.2819843342036554,0.81100141,0.375634517,0.1125,92.91630747767857,3,4.123284249958439,3.912856589883998,3.9702576405760173,2.133734941482544,"Tobias Myers",22191,668964
"Luis Severino","NYM",11,7,0,31,31,182,7.961538461538462,2.967032967032967,1.1373626373626373,0.2826086956521739,0.73730469,0.459615384,0.122994652,96.34099673000988,3.9065934065934065,3.8467426389861203,4.210435822245839,4.121125778089185,2.1073484420776367,"Luis Severino",15890,622663
"Luis Gil","NYY",15,7,0,29,29,151.2,10.147253427845273,4.569231075696409,1.0681319397731865,0.2369146005509642,0.78754579,0.356200527,0.101694915,96.5953136982362,3.501099135923223,3.756296066247782,4.1357106125284275,4.357417141033389,2.095749616622925,"Luis Gil",21052,661563
"Matt Strahm","PHI",6,2,3,66,0,62.2,11.345745831930468,1.5797873943194323,0.5744681433888844,0.23357664233576642,0.82278481,0.314285714,0.057142857,93.56609806459566,1.8670214660138744,2.483135638190294,2.2888201147789995,3.1479785280435646,2.053710460662842,"Matt Strahm",13799,621381
"Jeff Hoffman","PHI",3,3,10,68,0,66.1,12.075377810329863,2.1708544378121104,0.8140704141795414,0.2781456953642384,0.80204778,0.375796178,0.09375,96.85885847107438,2.1708544378121104,2.928357682004927,2.5182385225542343,2.801181328141988,2.0313034057617188,"Jeff Hoffman",17432,656546
"Grayson Rodriguez","BAL",13,4,0,20,20,116.2,10.028571647176943,2.7771429176797686,1.1571428823665701,0.3081967213114754,0.75968992,0.40625,0.122950819,96.25530133928571,3.857142941221901,3.7335579017860616,3.6636226462695065,3.573322863378851,2.0193307399749756,"Grayson Rodriguez",24492,680570
"Nick Pivetta","BOS",6,12,0,27,26,145.2,10.627003030458571,2.2242564482355145,1.7299772375165114,0.27932960893854747,0.75516693,0.335064935,0.150537634,94.05257329686154,4.139588389771652,3.43740227356557,4.06579334223687,3.4976026633627244,2.0111301988363266,"Nick Pivetta",15454,601713
"Nick Lodolo","CIN",9,6,0,21,21,115.1,9.520231633720249,2.8872833643249938,1.0144509117898626,0.29042904290429045,0.68214804,0.447284345,0.116071428,94.27840423583984,4.760115816860124,3.673339399162138,3.9468266335127664,3.949817455871678,2.006086826324463,"Nick Lodolo",26378,666157
"Brayan Bello","BOS",14,8,0,30,30,162.1,8.482546467009008,3.548254731297886,1.0533881233540598,0.3032967032967033,0.72054528,0.508474576,0.147286821,95.65701622596154,4.490759894298887,4.5164932712522265,4.189067079323561,3.8690408951852655,1.9821242094039917,"Brayan Bello",23920,678394
"Trevor Williams","WSN",6,1,0,13,13,66.2,7.9650003038406485,2.430000092697147,0.4050000154495245,0.26666666666666666,0.80246914,0.453551912,0.042253521,89.18989839702073,2.0250000772476224,3.2446411383440923,2.79147976398468,3.816768755722639,1.9769130945205688,"Trevor Williams",16977,592866
"Miles Mikolas","STL",10,11,0,32,32,171.2,6.396116883871838,1.3106796893179997,1.3631068768907195,0.30996309963099633,0.62899787,0.419469026,0.126213592,93.39575892857142,5.3475731324174385,4.615169471188496,4.238324501998737,4.0838025414734505,1.9394696950912476,"Miles Mikolas",9803,571945
"Kirby Yates","TEX",7,2,33,61,0,61.2,12.405406684401918,4.086486907802985,0.4378378829788912,0.16806722689075632,0.88114754,0.454545454,0.058823529,93.3921148838141,1.16756768794371,1.8576134852330684,2.5016148448774045,3.1196542932023377,1.8954391479492188,"Kirby Yates",9073,489446
"Ryan Pepiot","TBR",8,8,0,26,26,130,9.830769230769231,3.3230769230769233,1.176923076923077,0.26153846153846155,0.74324324,0.352941176,0.109677419,95.03956514246323,3.6,3.5973862448690803,3.9510951629051796,4.053874416477405,1.891654372215271,"Ryan Pepiot",26221,686752
"David Peterson","NYM",10,3,0,21,21,121,7.512396694214876,3.4214876033057853,0.5950413223140496,0.29310344827586204,0.78392622,0.50141643,0.077669902,93.17740885416667,2.9008264462809916,4.589609629972819,3.6706120096947537,4.098189413338161,1.8781946897506714,"David Peterson",20302,656849
"David Robertson","TEX",3,4,2,68,0,72,12.375001311302324,3.3750003576279064,0.6250000662273901,0.3,0.76923077,0.487804878,0.092592592,,3.0000003178914727,3.1665192535608204,2.6525908349472744,2.8838193863377555,1.8453360795974731,"David Robertson",8241,502085
"Simeon Woods Richardson","MIN",5,5,0,28,28,133.2,7.87780608581437,3.231920445462306,1.077306815154102,0.2831168831168831,0.73567708,0.352644836,0.09090909,92.98466309652929,4.1745639087221456,4.045841293142306,4.116604538877094,4.551368757712746,1.8420921564102173,"Simeon Woods Richardson",24494,680573
"Kutter Crawford","BOS",9,16,0,33,33,183.2,8.575318079306605,2.499092697397925,1.6660617982652832,0.24693877551020407,0.70489845,0.33011583,0.1328125,92.76775045955883,4.361161766047359,3.845346132680945,4.647423598970047,4.348371778374868,1.8376601934432983,"Kutter Crawford",20531,676710
"Joe Jiménez","ATL",1,5,3,69,0,68.2,10.747573213579981,3.0145632184431657,0.26213593203853613,0.25903614457831325,0.72254335,0.419161676,0.028169014,94.636664388668,2.6213593203853613,2.569237803615505,2.336382660167764,3.521129259993768,1.8246062994003296,"Joe Jimenez",15761,641729
"Jake Irvin","WSN",10,14,0,33,33,187.2,7.481350316718815,2.4937834389062714,1.3907638409284977,0.2727272727272727,0.70063694,0.439421338,0.142857142,94.06858093368237,4.412078391911096,4.298777448564651,4.4080429006512505,4.034709167073764,1.8131256103515625,"Jake Irvin",21504,663623
"Jon Gray","TEX",5,6,0,23,19,102.2,7.53896129573653,2.4545455381467773,0.9642857471290911,0.3057324840764331,0.67725753,0.400621118,0.083969465,95.14766438802083,4.470779373053059,4.592338138799375,3.702194082250401,4.238620411057316,1.8011972904205322,"Jon Gray",14916,592351
"Andre Pallante","STL",8,8,0,29,20,121.1,6.972527874421584,3.5604397656620854,0.5934066276103476,0.2857142857142857,0.70564516,0.618131868,0.096385542,94.66781356749748,3.782967251015966,3.5247793858814305,3.710435853599281,3.8876064493861815,1.781767725944519,"Andre Pallante",26108,669467
"Gerrit Cole","NYY",8,5,0,17,17,95,9.378947368421052,2.7473684210526317,1.0421052631578946,0.27346938775510204,0.76844262,0.38671875,0.097345132,95.8891251790831,3.4105263157894736,3.6159158517010304,3.692795567763479,3.9860266193747522,1.776229739189148,"Gerrit Cole",13125,543037
"Matt Waldron","SDP",7,11,0,27,26,146.2,8.161364202420613,2.454545624788154,1.288636453013781,0.29523809523809524,0.67226891,0.389016018,0.112299465,90.83219242508794,4.909091249576308,4.0966304293835005,4.257388944862308,4.323836031040198,1.7677234709262848,"Matt Waldron",25550,663362
"Jared Jones","PIT",6,8,0,22,22,121.2,9.764383765743387,2.884931567151455,1.3315068771468255,0.2838709677419355,0.72115385,0.387195121,0.131386861,97.43677094379639,4.1424658400123455,3.981060247514056,4.004835960197056,3.7841111746441536,1.7602245807647705,"Jared Jones",27863,683003
"Patrick Corbin","WSN",6,13,0,32,32,174.2,7.1622141575828815,2.7824429101401122,1.2881680139537557,0.3370165745856354,0.65652174,0.46332737,0.136612021,91.37990046121988,5.616412540838375,5.472135449010188,4.414571454031656,4.138030626887474,1.7376071214675903,"Patrick Corbin",9323,571578
"A.J. Puk","- - -",4,9,3,62,4,71.1,11.10280571746928,3.5327109101038623,0.6308412339471182,0.26900584795321636,0.67567568,0.367816091,0.070422535,95.72936915600394,3.154206169735591,2.7544515139075494,2.872087202447806,3.465815301392606,1.7042057365179062,"A.J. Puk",19343,640462
"Ryan Walker","SFG",10,4,10,76,1,80,11.137501062154872,2.0250001931190673,0.5625000536441854,0.2542372881355932,0.82857143,0.469273743,0.086206896,94.84207153320312,1.9125001823902303,2.6137226304616377,2.5164797163009585,2.800185837868136,1.7019689865410328,"Ryan Walker",20423,676254
"Lucas Erceg","- - -",2,6,14,61,0,61.2,10.508109841524664,2.3351355203388144,0.43783791006352774,0.2948717948717949,0.67365269,0.465408805,0.061224489,98.84966603562286,3.356757310487046,3.1863028595214757,2.5340472415313657,3.103048609526815,1.674403429031372,"Lucas Erceg",19360,668674
